pid,sessionId,status,trialId,description,instruction,answer,correctAnswer,startTime,endTime,duration,studyId,measure
Zo30OEhz9EWdB6mLLeJThgof33q1,8b2f7b14-d0e4-47f1-b215-5be3b52fc901,completed,q6,,Which city's metro system has the largest number of stations?,Shanghai,Shanghai,"Tue, 07 Nov 2023 18:53:25 GMT","Tue, 07 Nov 2023 18:58:45 GMT",320136,vlat-mini-randomized,res6
Zo30OEhz9EWdB6mLLeJThgof33q1,8b2f7b14-d0e4-47f1-b215-5be3b52fc901,completed,q7,,What is the cost of peanuts in Seoul?,$4.5,$6.1,"Tue, 07 Nov 2023 18:53:25 GMT","Tue, 07 Nov 2023 18:54:22 GMT",57140,vlat-mini-randomized,res7
Zo30OEhz9EWdB6mLLeJThgof33q1,8b2f7b14-d0e4-47f1-b215-5be3b52fc901,completed,q8,,What was the price of a barrel of oil in February 2020?,$50.54,$50.54,"Tue, 07 Nov 2023 18:53:25 GMT","Tue, 07 Nov 2023 18:56:48 GMT",203230,vlat-mini-randomized,res8
Zo30OEhz9EWdB6mLLeJThgof33q1,8b2f7b14-d0e4-47f1-b215-5be3b52fc901,completed,q9,,What is the average internet speed in Japan?,40.51 Mbps,40.51 Mbps,"Tue, 07 Nov 2023 18:53:25 GMT","Tue, 07 Nov 2023 18:57:16 GMT",231396,vlat-mini-randomized,res9
Zo30OEhz9EWdB6mLLeJThgof33q1,8b2f7b14-d0e4-47f1-b215-5be3b52fc901,completed,q10,,What was the average price of a pound of coffee in October 2019?,$0.71,$0.71,"Tue, 07 Nov 2023 18:53:25 GMT","Tue, 07 Nov 2023 18:55:50 GMT",144577,vlat-mini-randomized,res10
Zo30OEhz9EWdB6mLLeJThgof33q1,8b2f7b14-d0e4-47f1-b215-5be3b52fc901,completed,q11,,"What was the ratio of girls named ""Isla"" to girls named ""Amelia"" in 2012 in the UK?",1 to 2,1 to 2,"Tue, 07 Nov 2023 18:53:25 GMT","Tue, 07 Nov 2023 19:00:00 GMT",395408,vlat-mini-randomized,res11
Zo30OEhz9EWdB6mLLeJThgof33q1,8b2f7b14-d0e4-47f1-b215-5be3b52fc901,completed,q12,,There is a negative relationship between the height and the weight of the 85 males.,False,False,"Tue, 07 Nov 2023 18:53:25 GMT","Tue, 07 Nov 2023 18:58:22 GMT",296974,vlat-mini-randomized,res12
DEfDedAdClUkEGurbcHwWBzeYbA3,fa566668-5020-46d9-b206-b27796efc378,completed,introduction,,,63322af704df5a6df504f985,,"Tue, 07 Nov 2023 18:58:51 GMT","Tue, 07 Nov 2023 18:59:11 GMT",20924,vlat-mini-randomized,prolificId
DEfDedAdClUkEGurbcHwWBzeYbA3,fa566668-5020-46d9-b206-b27796efc378,completed,consent,,,SPC,,"Tue, 07 Nov 2023 18:58:51 GMT","Tue, 07 Nov 2023 18:59:27 GMT",36449,vlat-mini-randomized,userInitials
DEfDedAdClUkEGurbcHwWBzeYbA3,fa566668-5020-46d9-b206-b27796efc378,completed,survey,,,No,,"Tue, 07 Nov 2023 18:58:51 GMT","Tue, 07 Nov 2023 19:05:56 GMT",425171,vlat-mini-randomized,surveyRenderIssues
DEfDedAdClUkEGurbcHwWBzeYbA3,fa566668-5020-46d9-b206-b27796efc378,completed,survey,,,Everything worked fine.,,"Tue, 07 Nov 2023 18:58:51 GMT","Tue, 07 Nov 2023 19:05:56 GMT",425171,vlat-mini-randomized,surveyOtherIssues
DEfDedAdClUkEGurbcHwWBzeYbA3,fa566668-5020-46d9-b206-b27796efc378,completed,survey,,,No,,"Tue, 07 Nov 2023 18:58:51 GMT","Tue, 07 Nov 2023 19:05:56 GMT",425171,vlat-mini-randomized,surveyExperience
DEfDedAdClUkEGurbcHwWBzeYbA3,fa566668-5020-46d9-b206-b27796efc378,completed,q1,,eBay is nested in the Software category.,False,False,"Tue, 07 Nov 2023 18:58:51 GMT","Tue, 07 Nov 2023 18:59:49 GMT",58563,vlat-mini-randomized,res1
DEfDedAdClUkEGurbcHwWBzeYbA3,fa566668-5020-46d9-b206-b27796efc378,completed,q2,,Which country has the lowest proportion of Gold medals?,Great Britain,Great Britain,"Tue, 07 Nov 2023 18:58:51 GMT","Tue, 07 Nov 2023 19:01:12 GMT",141369,vlat-mini-randomized,res2
DEfDedAdClUkEGurbcHwWBzeYbA3,fa566668-5020-46d9-b206-b27796efc378,completed,q3,,What distance have customers traveled in the taxi the most?,30 - 40km,30 - 40km,"Tue, 07 Nov 2023 18:58:51 GMT","Tue, 07 Nov 2023 19:03:46 GMT",295759,vlat-mini-randomized,res3
DEfDedAdClUkEGurbcHwWBzeYbA3,fa566668-5020-46d9-b206-b27796efc378,completed,q4,,"In 2020, the unemployment rate for Washington (WA) was higher than that of Wisconsin (WI)?",True,True,"Tue, 07 Nov 2023 18:58:51 GMT","Tue, 07 Nov 2023 19:02:57 GMT",246335,vlat-mini-randomized,res4
DEfDedAdClUkEGurbcHwWBzeYbA3,fa566668-5020-46d9-b206-b27796efc378,completed,q5,,What is the approximate global smartphone market share of Samsung?,17.6%,17.6%,"Tue, 07 Nov 2023 18:58:51 GMT","Tue, 07 Nov 2023 19:02:37 GMT",226192,vlat-mini-randomized,res5
DEfDedAdClUkEGurbcHwWBzeYbA3,fa566668-5020-46d9-b206-b27796efc378,completed,q6,,Which city's metro system has the largest number of stations?,Shanghai,Shanghai,"Tue, 07 Nov 2023 18:58:51 GMT","Tue, 07 Nov 2023 19:01:54 GMT",183357,vlat-mini-randomized,res6
DEfDedAdClUkEGurbcHwWBzeYbA3,fa566668-5020-46d9-b206-b27796efc378,completed,q7,,What is the cost of peanuts in Seoul?,$4.5,$6.1,"Tue, 07 Nov 2023 18:58:51 GMT","Tue, 07 Nov 2023 19:04:31 GMT",340107,vlat-mini-randomized,res7
DEfDedAdClUkEGurbcHwWBzeYbA3,fa566668-5020-46d9-b206-b27796efc378,completed,q8,,What was the price of a barrel of oil in February 2020?,$50.54,$50.54,"Tue, 07 Nov 2023 18:58:51 GMT","Tue, 07 Nov 2023 19:05:18 GMT",387320,vlat-mini-randomized,res8
DEfDedAdClUkEGurbcHwWBzeYbA3,fa566668-5020-46d9-b206-b27796efc378,completed,q9,,What is the average internet speed in Japan?,40.51 Mbps,40.51 Mbps,"Tue, 07 Nov 2023 18:58:51 GMT","Tue, 07 Nov 2023 19:03:25 GMT",274143,vlat-mini-randomized,res9
DEfDedAdClUkEGurbcHwWBzeYbA3,fa566668-5020-46d9-b206-b27796efc378,completed,q10,,What was the average price of a pound of coffee in October 2019?,$0.71,$0.71,"Tue, 07 Nov 2023 18:58:51 GMT","Tue, 07 Nov 2023 19:03:16 GMT",265729,vlat-mini-randomized,res10
DEfDedAdClUkEGurbcHwWBzeYbA3,fa566668-5020-46d9-b206-b27796efc378,completed,q11,,"What was the ratio of girls named ""Isla"" to girls named ""Amelia"" in 2012 in the UK?",1 to 2,1 to 2,"Tue, 07 Nov 2023 18:58:51 GMT","Tue, 07 Nov 2023 19:00:59 GMT",128640,vlat-mini-randomized,res11
DEfDedAdClUkEGurbcHwWBzeYbA3,fa566668-5020-46d9-b206-b27796efc378,completed,q12,,There is a negative relationship between the height and the weight of the 85 males.,False,False,"Tue, 07 Nov 2023 18:58:51 GMT","Tue, 07 Nov 2023 19:02:18 GMT",207348,vlat-mini-randomized,res12
9gkWbh4thTcOAbW6FbHWm8QmVJN2,d8a560ea-54af-46ab-906a-ed83825754e4,completed,introduction,,,5d418aa2ba5255001983bb82,,"Tue, 07 Nov 2023 18:54:25 GMT","Tue, 07 Nov 2023 18:54:55 GMT",29734,vlat-mini-randomized,prolificId
9gkWbh4thTcOAbW6FbHWm8QmVJN2,d8a560ea-54af-46ab-906a-ed83825754e4,completed,consent,,,LVM,,"Tue, 07 Nov 2023 18:54:25 GMT","Tue, 07 Nov 2023 18:55:24 GMT",59061,vlat-mini-randomized,userInitials
9gkWbh4thTcOAbW6FbHWm8QmVJN2,d8a560ea-54af-46ab-906a-ed83825754e4,completed,survey,,,no,,"Tue, 07 Nov 2023 18:54:25 GMT","Tue, 07 Nov 2023 19:06:13 GMT",707596,vlat-mini-randomized,surveyOtherIssues
9gkWbh4thTcOAbW6FbHWm8QmVJN2,d8a560ea-54af-46ab-906a-ed83825754e4,completed,survey,,,no,,"Tue, 07 Nov 2023 18:54:25 GMT","Tue, 07 Nov 2023 19:06:13 GMT",707596,vlat-mini-randomized,surveyExperience
9gkWbh4thTcOAbW6FbHWm8QmVJN2,d8a560ea-54af-46ab-906a-ed83825754e4,completed,survey,,,no,,"Tue, 07 Nov 2023 18:54:25 GMT","Tue, 07 Nov 2023 19:06:13 GMT",707596,vlat-mini-randomized,surveyRenderIssues
9gkWbh4thTcOAbW6FbHWm8QmVJN2,d8a560ea-54af-46ab-906a-ed83825754e4,completed,q1,,eBay is nested in the Software category.,False,False,"Tue, 07 Nov 2023 18:54:25 GMT","Tue, 07 Nov 2023 18:56:01 GMT",96560,vlat-mini-randomized,res1
9gkWbh4thTcOAbW6FbHWm8QmVJN2,d8a560ea-54af-46ab-906a-ed83825754e4,completed,q2,,Which country has the lowest proportion of Gold medals?,Great Britain,Great Britain,"Tue, 07 Nov 2023 18:54:25 GMT","Tue, 07 Nov 2023 19:00:01 GMT",335664,vlat-mini-randomized,res2
9gkWbh4thTcOAbW6FbHWm8QmVJN2,d8a560ea-54af-46ab-906a-ed83825754e4,completed,q3,,What distance have customers traveled in the taxi the most?,30 - 40km,30 - 40km,"Tue, 07 Nov 2023 18:54:25 GMT","Tue, 07 Nov 2023 19:00:29 GMT",364278,vlat-mini-randomized,res3
9gkWbh4thTcOAbW6FbHWm8QmVJN2,d8a560ea-54af-46ab-906a-ed83825754e4,completed,q4,,"In 2020, the unemployment rate for Washington (WA) was higher than that of Wisconsin (WI)?",True,True,"Tue, 07 Nov 2023 18:54:25 GMT","Tue, 07 Nov 2023 19:03:35 GMT",549779,vlat-mini-randomized,res4
9gkWbh4thTcOAbW6FbHWm8QmVJN2,d8a560ea-54af-46ab-906a-ed83825754e4,completed,q5,,What is the approximate global smartphone market share of Samsung?,17.6%,17.6%,"Tue, 07 Nov 2023 18:54:25 GMT","Tue, 07 Nov 2023 19:02:36 GMT",491205,vlat-mini-randomized,res5
9gkWbh4thTcOAbW6FbHWm8QmVJN2,d8a560ea-54af-46ab-906a-ed83825754e4,completed,q6,,Which city's metro system has the largest number of stations?,Shanghai,Shanghai,"Tue, 07 Nov 2023 18:54:25 GMT","Tue, 07 Nov 2023 19:03:57 GMT",571784,vlat-mini-randomized,res6
9gkWbh4thTcOAbW6FbHWm8QmVJN2,d8a560ea-54af-46ab-906a-ed83825754e4,completed,q7,,What is the cost of peanuts in Seoul?,$4.5,$6.1,"Tue, 07 Nov 2023 18:54:25 GMT","Tue, 07 Nov 2023 19:05:58 GMT",693526,vlat-mini-randomized,res7
9gkWbh4thTcOAbW6FbHWm8QmVJN2,d8a560ea-54af-46ab-906a-ed83825754e4,completed,q8,,What was the price of a barrel of oil in February 2020?,$50.54,$50.54,"Tue, 07 Nov 2023 18:54:25 GMT","Tue, 07 Nov 2023 19:02:52 GMT",507527,vlat-mini-randomized,res8
9gkWbh4thTcOAbW6FbHWm8QmVJN2,d8a560ea-54af-46ab-906a-ed83825754e4,completed,q9,,What is the average internet speed in Japan?,40.51 Mbps,40.51 Mbps,"Tue, 07 Nov 2023 18:54:25 GMT","Tue, 07 Nov 2023 19:00:47 GMT",381626,vlat-mini-randomized,res9
9gkWbh4thTcOAbW6FbHWm8QmVJN2,d8a560ea-54af-46ab-906a-ed83825754e4,completed,q10,,What was the average price of a pound of coffee in October 2019?,Skip,$0.71,"Tue, 07 Nov 2023 18:54:25 GMT","Tue, 07 Nov 2023 18:59:31 GMT",306238,vlat-mini-randomized,res10
9gkWbh4thTcOAbW6FbHWm8QmVJN2,d8a560ea-54af-46ab-906a-ed83825754e4,completed,q11,,"What was the ratio of girls named ""Isla"" to girls named ""Amelia"" in 2012 in the UK?",1 to 3,1 to 2,"Tue, 07 Nov 2023 18:54:25 GMT","Tue, 07 Nov 2023 19:05:28 GMT",662805,vlat-mini-randomized,res11
9gkWbh4thTcOAbW6FbHWm8QmVJN2,d8a560ea-54af-46ab-906a-ed83825754e4,completed,q12,,There is a negative relationship between the height and the weight of the 85 males.,Skip,False,"Tue, 07 Nov 2023 18:54:25 GMT","Tue, 07 Nov 2023 19:01:21 GMT",415768,vlat-mini-randomized,res12
vvYy9wHoFiZf0x6pYHkwgT1ejEw1,615a5022-b5ba-4a2b-bc1f-5f67c2199024,completed,introduction,,,5b824fb6cc06660001a302d4,,"Tue, 07 Nov 2023 18:50:33 GMT","Tue, 07 Nov 2023 18:52:19 GMT",105629,vlat-mini-randomized,prolificId
vvYy9wHoFiZf0x6pYHkwgT1ejEw1,615a5022-b5ba-4a2b-bc1f-5f67c2199024,completed,consent,,,LL,,"Tue, 07 Nov 2023 18:50:33 GMT","Tue, 07 Nov 2023 18:52:46 GMT",132781,vlat-mini-randomized,userInitials
vvYy9wHoFiZf0x6pYHkwgT1ejEw1,615a5022-b5ba-4a2b-bc1f-5f67c2199024,completed,survey,,,No,,"Tue, 07 Nov 2023 18:50:33 GMT","Tue, 07 Nov 2023 19:02:56 GMT",742412,vlat-mini-randomized,surveyRenderIssues
vvYy9wHoFiZf0x6pYHkwgT1ejEw1,615a5022-b5ba-4a2b-bc1f-5f67c2199024,completed,survey,,,No,,"Tue, 07 Nov 2023 18:50:33 GMT","Tue, 07 Nov 2023 19:02:56 GMT",742412,vlat-mini-randomized,surveyExperience
vvYy9wHoFiZf0x6pYHkwgT1ejEw1,615a5022-b5ba-4a2b-bc1f-5f67c2199024,completed,survey,,,No,,"Tue, 07 Nov 2023 18:50:33 GMT","Tue, 07 Nov 2023 19:02:56 GMT",742412,vlat-mini-randomized,surveyOtherIssues
vvYy9wHoFiZf0x6pYHkwgT1ejEw1,615a5022-b5ba-4a2b-bc1f-5f67c2199024,completed,q1,,eBay is nested in the Software category.,False,False,"Tue, 07 Nov 2023 18:50:33 GMT","Tue, 07 Nov 2023 18:57:26 GMT",412154,vlat-mini-randomized,res1
vvYy9wHoFiZf0x6pYHkwgT1ejEw1,615a5022-b5ba-4a2b-bc1f-5f67c2199024,completed,q2,,Which country has the lowest proportion of Gold medals?,Great Britain,Great Britain,"Tue, 07 Nov 2023 18:50:33 GMT","Tue, 07 Nov 2023 18:59:43 GMT",549266,vlat-mini-randomized,res2
vvYy9wHoFiZf0x6pYHkwgT1ejEw1,615a5022-b5ba-4a2b-bc1f-5f67c2199024,completed,q3,,What distance have customers traveled in the taxi the most?,30 - 40km,30 - 40km,"Tue, 07 Nov 2023 18:50:33 GMT","Tue, 07 Nov 2023 19:00:17 GMT",584001,vlat-mini-randomized,res3
vvYy9wHoFiZf0x6pYHkwgT1ejEw1,615a5022-b5ba-4a2b-bc1f-5f67c2199024,completed,q4,,"In 2020, the unemployment rate for Washington (WA) was higher than that of Wisconsin (WI)?",False,True,"Tue, 07 Nov 2023 18:50:33 GMT","Tue, 07 Nov 2023 19:01:31 GMT",657369,vlat-mini-randomized,res4
vvYy9wHoFiZf0x6pYHkwgT1ejEw1,615a5022-b5ba-4a2b-bc1f-5f67c2199024,completed,q5,,What is the approximate global smartphone market share of Samsung?,17.6%,17.6%,"Tue, 07 Nov 2023 18:50:33 GMT","Tue, 07 Nov 2023 19:02:23 GMT",709545,vlat-mini-randomized,res5
vvYy9wHoFiZf0x6pYHkwgT1ejEw1,615a5022-b5ba-4a2b-bc1f-5f67c2199024,completed,q6,,Which city's metro system has the largest number of stations?,Shanghai,Shanghai,"Tue, 07 Nov 2023 18:50:33 GMT","Tue, 07 Nov 2023 18:57:54 GMT",440537,vlat-mini-randomized,res6
vvYy9wHoFiZf0x6pYHkwgT1ejEw1,615a5022-b5ba-4a2b-bc1f-5f67c2199024,completed,q7,,What is the cost of peanuts in Seoul?,$7.5,$6.1,"Tue, 07 Nov 2023 18:50:33 GMT","Tue, 07 Nov 2023 19:01:00 GMT",626921,vlat-mini-randomized,res7
vvYy9wHoFiZf0x6pYHkwgT1ejEw1,615a5022-b5ba-4a2b-bc1f-5f67c2199024,completed,q8,,What was the price of a barrel of oil in February 2020?,$50.54,$50.54,"Tue, 07 Nov 2023 18:50:33 GMT","Tue, 07 Nov 2023 18:58:08 GMT",454802,vlat-mini-randomized,res8
vvYy9wHoFiZf0x6pYHkwgT1ejEw1,615a5022-b5ba-4a2b-bc1f-5f67c2199024,completed,q9,,What is the average internet speed in Japan?,40.51 Mbps,40.51 Mbps,"Tue, 07 Nov 2023 18:50:33 GMT","Tue, 07 Nov 2023 18:58:30 GMT",476409,vlat-mini-randomized,res9
vvYy9wHoFiZf0x6pYHkwgT1ejEw1,615a5022-b5ba-4a2b-bc1f-5f67c2199024,completed,q10,,What was the average price of a pound of coffee in October 2019?,$0.71,$0.71,"Tue, 07 Nov 2023 18:50:33 GMT","Tue, 07 Nov 2023 19:01:16 GMT",642489,vlat-mini-randomized,res10
vvYy9wHoFiZf0x6pYHkwgT1ejEw1,615a5022-b5ba-4a2b-bc1f-5f67c2199024,completed,q11,,"What was the ratio of girls named ""Isla"" to girls named ""Amelia"" in 2012 in the UK?",1 to 2,1 to 2,"Tue, 07 Nov 2023 18:50:33 GMT","Tue, 07 Nov 2023 18:57:10 GMT",396962,vlat-mini-randomized,res11
vvYy9wHoFiZf0x6pYHkwgT1ejEw1,615a5022-b5ba-4a2b-bc1f-5f67c2199024,completed,q12,,There is a negative relationship between the height and the weight of the 85 males.,False,False,"Tue, 07 Nov 2023 18:50:33 GMT","Tue, 07 Nov 2023 19:02:41 GMT",727449,vlat-mini-randomized,res12
PsraTPgBJPgFqLy4fKeCfKc8vZi1,36ff1948-57a7-4404-ae19-4c2ef506c200,completed,introduction,,,5f3c23cbcee6b3a3c4faff76,,"Tue, 07 Nov 2023 18:45:32 GMT","Tue, 07 Nov 2023 18:45:44 GMT",12306,vlat-mini-randomized,prolificId
PsraTPgBJPgFqLy4fKeCfKc8vZi1,36ff1948-57a7-4404-ae19-4c2ef506c200,completed,consent,,,MD,,"Tue, 07 Nov 2023 18:45:32 GMT","Tue, 07 Nov 2023 18:46:01 GMT",29499,vlat-mini-randomized,userInitials
PsraTPgBJPgFqLy4fKeCfKc8vZi1,36ff1948-57a7-4404-ae19-4c2ef506c200,completed,survey,,,No.,,"Tue, 07 Nov 2023 18:45:32 GMT","Tue, 07 Nov 2023 18:51:38 GMT",365730,vlat-mini-randomized,surveyRenderIssues
PsraTPgBJPgFqLy4fKeCfKc8vZi1,36ff1948-57a7-4404-ae19-4c2ef506c200,completed,survey,,,No.,,"Tue, 07 Nov 2023 18:45:32 GMT","Tue, 07 Nov 2023 18:51:38 GMT",365730,vlat-mini-randomized,surveyExperience
PsraTPgBJPgFqLy4fKeCfKc8vZi1,36ff1948-57a7-4404-ae19-4c2ef506c200,completed,survey,,,No.,,"Tue, 07 Nov 2023 18:45:32 GMT","Tue, 07 Nov 2023 18:51:38 GMT",365730,vlat-mini-randomized,surveyOtherIssues
PsraTPgBJPgFqLy4fKeCfKc8vZi1,36ff1948-57a7-4404-ae19-4c2ef506c200,completed,q1,,eBay is nested in the Software category.,False,False,"Tue, 07 Nov 2023 18:45:32 GMT","Tue, 07 Nov 2023 18:46:33 GMT",61064,vlat-mini-randomized,res1
PsraTPgBJPgFqLy4fKeCfKc8vZi1,36ff1948-57a7-4404-ae19-4c2ef506c200,completed,q2,,Which country has the lowest proportion of Gold medals?,Great Britain,Great Britain,"Tue, 07 Nov 2023 18:45:32 GMT","Tue, 07 Nov 2023 18:46:25 GMT",52615,vlat-mini-randomized,res2
PsraTPgBJPgFqLy4fKeCfKc8vZi1,36ff1948-57a7-4404-ae19-4c2ef506c200,completed,q3,,What distance have customers traveled in the taxi the most?,30 - 40km,30 - 40km,"Tue, 07 Nov 2023 18:45:32 GMT","Tue, 07 Nov 2023 18:46:52 GMT",80319,vlat-mini-randomized,res3
PsraTPgBJPgFqLy4fKeCfKc8vZi1,36ff1948-57a7-4404-ae19-4c2ef506c200,completed,q4,,"In 2020, the unemployment rate for Washington (WA) was higher than that of Wisconsin (WI)?",True,True,"Tue, 07 Nov 2023 18:45:32 GMT","Tue, 07 Nov 2023 18:47:17 GMT",104678,vlat-mini-randomized,res4
PsraTPgBJPgFqLy4fKeCfKc8vZi1,36ff1948-57a7-4404-ae19-4c2ef506c200,completed,q5,,What is the approximate global smartphone market share of Samsung?,17.6%,17.6%,"Tue, 07 Nov 2023 18:45:32 GMT","Tue, 07 Nov 2023 18:48:42 GMT",190270,vlat-mini-randomized,res5
PsraTPgBJPgFqLy4fKeCfKc8vZi1,36ff1948-57a7-4404-ae19-4c2ef506c200,completed,q6,,Which city's metro system has the largest number of stations?,Shanghai,Shanghai,"Tue, 07 Nov 2023 18:45:32 GMT","Tue, 07 Nov 2023 18:47:05 GMT",93103,vlat-mini-randomized,res6
PsraTPgBJPgFqLy4fKeCfKc8vZi1,36ff1948-57a7-4404-ae19-4c2ef506c200,completed,q7,,What is the cost of peanuts in Seoul?,$6.1,$6.1,"Tue, 07 Nov 2023 18:45:32 GMT","Tue, 07 Nov 2023 18:48:19 GMT",167295,vlat-mini-randomized,res7
PsraTPgBJPgFqLy4fKeCfKc8vZi1,36ff1948-57a7-4404-ae19-4c2ef506c200,completed,q8,,What was the price of a barrel of oil in February 2020?,$50.54,$50.54,"Tue, 07 Nov 2023 18:45:32 GMT","Tue, 07 Nov 2023 18:50:31 GMT",299063,vlat-mini-randomized,res8
PsraTPgBJPgFqLy4fKeCfKc8vZi1,36ff1948-57a7-4404-ae19-4c2ef506c200,completed,q9,,What is the average internet speed in Japan?,40.51 Mbps,40.51 Mbps,"Tue, 07 Nov 2023 18:45:32 GMT","Tue, 07 Nov 2023 18:48:57 GMT",205462,vlat-mini-randomized,res9
PsraTPgBJPgFqLy4fKeCfKc8vZi1,36ff1948-57a7-4404-ae19-4c2ef506c200,completed,q10,,What was the average price of a pound of coffee in October 2019?,Skip,$0.71,"Tue, 07 Nov 2023 18:45:32 GMT","Tue, 07 Nov 2023 18:51:11 GMT",338950,vlat-mini-randomized,res10
PsraTPgBJPgFqLy4fKeCfKc8vZi1,36ff1948-57a7-4404-ae19-4c2ef506c200,completed,q11,,"What was the ratio of girls named ""Isla"" to girls named ""Amelia"" in 2012 in the UK?",Skip,1 to 2,"Tue, 07 Nov 2023 18:45:32 GMT","Tue, 07 Nov 2023 18:50:14 GMT",282255,vlat-mini-randomized,res11
PsraTPgBJPgFqLy4fKeCfKc8vZi1,36ff1948-57a7-4404-ae19-4c2ef506c200,completed,q12,,There is a negative relationship between the height and the weight of the 85 males.,False,False,"Tue, 07 Nov 2023 18:45:32 GMT","Tue, 07 Nov 2023 18:51:26 GMT",353990,vlat-mini-randomized,res12
JX54B0gvbKRKQD1shStoOgdmrSV2,ced94794-28f2-46a2-94b2-782ffdec62d3,completed,introduction,,,5e29e44fd7d15a000d1a548d,,"Tue, 07 Nov 2023 18:45:45 GMT","Tue, 07 Nov 2023 18:46:35 GMT",50365,vlat-mini-randomized,prolificId
JX54B0gvbKRKQD1shStoOgdmrSV2,ced94794-28f2-46a2-94b2-782ffdec62d3,completed,consent,,,es,,"Tue, 07 Nov 2023 18:45:45 GMT","Tue, 07 Nov 2023 18:46:59 GMT",74556,vlat-mini-randomized,userInitials
JX54B0gvbKRKQD1shStoOgdmrSV2,ced94794-28f2-46a2-94b2-782ffdec62d3,completed,survey,,,no,,"Tue, 07 Nov 2023 18:45:45 GMT","Tue, 07 Nov 2023 18:54:12 GMT",506688,vlat-mini-randomized,surveyRenderIssues
JX54B0gvbKRKQD1shStoOgdmrSV2,ced94794-28f2-46a2-94b2-782ffdec62d3,completed,survey,,,no,,"Tue, 07 Nov 2023 18:45:45 GMT","Tue, 07 Nov 2023 18:54:12 GMT",506688,vlat-mini-randomized,surveyExperience
JX54B0gvbKRKQD1shStoOgdmrSV2,ced94794-28f2-46a2-94b2-782ffdec62d3,completed,survey,,,no,,"Tue, 07 Nov 2023 18:45:45 GMT","Tue, 07 Nov 2023 18:54:12 GMT",506688,vlat-mini-randomized,surveyOtherIssues
JX54B0gvbKRKQD1shStoOgdmrSV2,ced94794-28f2-46a2-94b2-782ffdec62d3,completed,q1,,eBay is nested in the Software category.,False,False,"Tue, 07 Nov 2023 18:45:45 GMT","Tue, 07 Nov 2023 18:49:53 GMT",247957,vlat-mini-randomized,res1
